ward_id,household_count,income_range_in_thousands,avg_hh_size
237809,73,0-10,5
237901,42,0-10,5
237902,39,0-10,5
237903,76,0-10,4
237904,37,0-10,5
237905,33,0-10,4
237906,59,0-10,5
237907,73,0-10,6
237908,114,0-10,5
237909,78,0-10,5
240101,160,0-10,5
240102,273,10-20,5
240103,44,0-10,6
240104,108,10-20,5
240105,66,0-10,5
240106,120,0-10,5
240107,245,10-20,5
240108,425,10-20,5
240109,309,10-20,5
240201,113,0-10,4
240202,31,0-10,3
240203,46,10-20,4
240204,70,10-20,4
240205,190,0-10,4
240206,73,0-10,5
240207,95,10-20,4
240208,90,10-20,4
240209,76,0-10,4
240301,98,10-20,6
240302,30,0-10,6
240303,129,0-10,5
240304,65,0-10,6
240305,116,0-10,6
240306,30,0-10,7
240307,60,20-30,6
240308,25,10-20,5
240309,18,10-20,6
240401,146,0-10,5
240402,153,0-10,5
240403,200,0-10,5
240404,135,0-10,5
240405,100,10-20,5
240406,325,0-10,5
240407,129,0-10,5
240408,171,0-10,5
240409,51,0-10,5
240501,69,0-10,6
240502,21,0-10,7
240503,37,0-10,7
240504,102,0-10,7
240505,121,0-10,7
240506,58,0-10,7
240507,141,0-10,8
240508,145,0-10,7
240509,92,0-10,7
240601,443,20-30,5
240602,140,10-20,5
240603,337,0-10,6
240604,454,10-20,5
240605,423,10-20,5
240606,527,10-20,5
240607,129,20-30,5
240608,145,10-20,5
240609,88,20-30,5
240610,551,20-30,5
240611,573,10-20,5
240701,37,0-10,5
240702,28,10-20,6
240703,20,10-20,6
240704,26,0-10,6
240705,29,0-10,6
240706,22,0-10,7
240707,63,0-10,6
240708,45,10-20,6
240709,41,10-20,6
240801,115,20-30,6
240802,209,20-30,5
240803,190,0-10,5
240804,75,10-20,5
240805,80,20-30,6
240806,108,10-20,6
240807,132,0-10,5
240808,155,10-20,5
240809,112,10-20,5
240901,37,10-20,5
240902,36,0-10,5
240903,62,10-20,4
240904,43,0-10,3
240905,34,10-20,3
240906,207,10-20,4
240907,71,0-10,5
240908,79,0-10,6
240909,79,0-10,4
241001,91,0-10,4
241002,46,0-10,5
241003,68,0-10,5
241004,39,0-10,5
241005,75,0-10,5
241006,46,0-10,5
241007,151,0-10,6
241008,94,0-10,5
241009,29,0-10,6
241101,82,0-10,7
241102,88,0-10,7
241103,22,0-10,8
241104,90,0-10,8
241105,53,0-10,6
241106,41,0-10,8
241107,17,0-10,7
241108,98,10-20,7
241109,34,10-20,7
241201,143,0-10,5
241202,79,0-10,5
241203,66,0-10,5
241204,32,0-10,7
241205,51,0-10,4
241206,110,0-10,6
241207,103,0-10,6
241208,62,0-10,6
241209,79,0-10,6
241301,161,0-10,6
241302,112,10-20,5
241303,167,10-20,5
241304,90,0-10,6
241305,120,0-10,5
241306,87,0-10,5
241307,148,10-20,5
241308,57,10-20,5
241309,96,10-20,5
241401,183,0-10,4
241402,92,0-10,5
241403,67,0-10,4
241404,127,0-10,5
241405,180,0-10,5
241406,150,0-10,5
241407,63,0-10,5
241408,125,0-10,5
241409,91,10-20,5
241501,51,0-10,5
241502,39,0-10,6
241503,57,0-10,5
241504,94,0-10,6
241505,80,10-20,5
241506,45,20-30,7
241507,60,10-20,6
241508,75,0-10,5
241509,78,0-10,5
241601,28,0-10,6
241602,43,0-10,5
241603,60,0-10,6
241604,11,0-10,6
241605,34,0-10,5
241606,39,0-10,6
241607,28,0-10,6
241608,17,0-10,5
241609,82,0-10,5
241701,83,10-20,5
241702,124,0-10,5
241703,96,0-10,5
241704,47,0-10,5
241705,93,0-10,5
241706,169,0-10,5
241707,31,0-10,5
241708,115,0-10,5
241709,95,10-20,5
241801,17,0-10,5
241802,83,0-10,6
241803,53,0-10,6
241804,54,0-10,6
241805,96,0-10,5
241806,37,0-10,6
241807,57,0-10,6
241808,143,0-10,6
241809,82,0-10,6
241901,66,10-20,4
241902,68,10-20,4
241903,158,10-20,5
241904,59,10-20,5
241905,61,10-20,6
241906,67,20-30,5
241907,92,0-10,4
241908,61,0-10,7
241909,97,0-10,6
242001,47,0-10,5
242002,119,0-10,4
242003,66,10-20,3
242004,139,10-20,3
242005,92,0-10,4
242006,68,10-20,4
242007,69,0-10,5
242008,101,0-10,4
242009,97,10-20,4
242101,147,10-20,4
242102,109,10-20,4
242103,199,0-10,4
242104,170,10-20,5
242105,133,0-10,5
242106,288,0-10,5
242107,213,0-10,4
242108,562,10-20,5
242109,280,0-10,5
242201,97,0-10,5
242202,97,0-10,5
242203,65,0-10,5
242204,87,0-10,4
242205,92,0-10,5
242206,82,0-10,5
242207,53,0-10,5
242208,116,0-10,4
242209,71,0-10,5
242301,442,10-20,5
242302,179,20-30,5
242303,241,10-20,6
242304,142,10-20,5
242305,219,10-20,5
242306,490,10-20,5
242307,559,10-20,5
242308,155,20-30,6
242309,260,10-20,5
242401,167,10-20,5
242402,119,10-20,6
242403,81,10-20,6
242404,86,0-10,5
242405,80,0-10,6
242406,253,10-20,6
242407,163,0-10,5
242408,182,10-20,5
242409,98,10-20,5
242501,67,10-20,5
242502,41,10-20,6
242503,24,20-30,5
242504,54,10-20,5
242505,52,20-30,6
242506,65,20-30,6
242507,88,10-20,5
242508,64,10-20,5
242509,37,10-20,5
242601,51,0-10,4
242602,64,20-30,5
242603,85,0-10,4
242604,34,0-10,5
242605,46,0-10,6
242606,33,0-10,5
242607,115,0-10,4
242608,80,0-10,5
242609,70,0-10,4
242701,50,0-10,5
242702,33,0-10,6
242703,25,0-10,6
242704,34,0-10,6
242705,36,0-10,7
242706,41,0-10,6
242707,46,0-10,6
242708,34,0-10,7
242709,97,0-10,6
242801,96,0-10,6
242802,76,0-10,5
242803,66,0-10,5
242804,134,0-10,6
242805,124,0-10,6
242806,122,0-10,7
242807,24,0-10,7
242808,44,0-10,7
242809,83,0-10,7
242901,44,0-10,7
242902,9,0-10,8
242903,56,0-10,7
242904,42,0-10,7
242905,57,0-10,6
242906,42,0-10,6
242907,83,0-10,6
242908,45,0-10,6
242909,43,0-10,6
243001,143,0-10,4
243002,177,0-10,5
243003,388,10-20,5
243004,59,0-10,4
243005,171,0-10,4
243006,99,0-10,4
243007,207,0-10,5
243008,70,0-10,4
243009,154,0-10,4
243101,75,0-10,7
243102,62,0-10,7
243103,50,0-10,8
243104,27,0-10,7
243105,91,0-10,7
243106,27,0-10,6
243107,71,0-10,6
243108,56,0-10,7
243109,26,0-10,6
243201,38,0-10,6
243202,87,0-10,5
243203,188,0-10,6
243204,107,0-10,7
243205,59,0-10,6
243206,100,0-10,6
243207,121,0-10,6
243208,121,0-10,6
243209,34,0-10,8
243301,62,10-20,5
243302,86,10-20,4
243303,88,10-20,5
243304,78,10-20,6
243305,65,10-20,4
243306,61,10-20,5
243307,30,10-20,5
243308,121,20-30,4
243309,89,20-30,5
243401,201,10-20,5
243402,131,0-10,4
243403,217,0-10,5
243404,146,10-20,5
243405,166,10-20,5
243406,153,0-10,5
243407,55,10-20,4
243408,111,10-20,5
243409,91,20-30,5
243501,59,10-20,6
243502,112,10-20,4
243503,98,0-10,4
243504,225,20-30,4
243505,54,10-20,4
243506,39,10-20,5
243507,70,10-20,4
243508,41,10-20,5
243509,173,10-20,5
243601,101,0-10,5
243602,136,0-10,3
243603,160,0-10,5
243604,124,0-10,5
243605,165,0-10,5
243606,173,0-10,4
243607,173,0-10,5
243608,173,0-10,5
243609,141,0-10,5
243701,136,0-10,4
243702,77,0-10,4
243703,47,0-10,5
243704,53,10-20,4
243705,111,10-20,4
243706,83,10-20,4
243707,94,10-20,5
243708,84,10-20,5
243709,148,10-20,5
243801,112,10-20,6
243802,80,0-10,6
243803,112,0-10,5
243804,152,0-10,5
243805,91,10-20,5
243806,142,10-20,6
243807,157,0-10,5
243808,132,0-10,6
243809,125,0-10,5
243901,67,0-10,4
243902,95,20-30,4
243903,52,20-30,4
243904,117,20-30,5
243905,62,20-30,5
243906,64,30-50,5
243907,154,10-20,4
243908,79,0-10,5
243909,79,10-20,5
244001,64,10-20,6
244002,32,10-20,5
244003,75,10-20,5
244004,93,10-20,5
244005,89,10-20,5
244006,61,10-20,6
244007,55,10-20,5
244008,31,10-20,4
244009,62,10-20,4
244101,139,10-20,4
244102,84,10-20,4
244103,107,10-20,4
244104,128,10-20,5
244105,113,10-20,4
244106,276,10-20,5
244107,107,10-20,5
244108,138,10-20,5
244109,97,10-20,4
244201,52,0-10,6
244202,63,0-10,5
244203,73,10-20,6
244204,69,0-10,6
244205,101,10-20,6
244206,126,0-10,4
244207,66,0-10,4
244208,76,0-10,4
244209,104,0-10,3
244301,110,10-20,5
244302,180,10-20,5
244303,108,10-20,5
244304,222,10-20,5
244305,165,10-20,5
244306,70,10-20,5
244307,237,10-20,5
244308,55,10-20,5
244309,98,10-20,5
244401,78,0-10,5
244402,144,0-10,5
244403,203,0-10,4
244404,30,10-20,5
244405,51,0-10,4
244406,83,0-10,5
244407,177,0-10,4
244408,150,10-20,4
244409,40,0-10,5
244501,38,0-10,4
244502,50,0-10,6
244503,62,10-20,6
244504,60,0-10,6
244505,19,0-10,6
244506,59,0-10,5
244507,34,0-10,7
244508,56,0-10,5
244509,32,0-10,6
244601,101,0-10,5
244602,30,0-10,4
244603,44,0-10,7
244604,45,0-10,4
244605,51,0-10,4
244606,52,0-10,5
244607,34,0-10,6
244608,42,10-20,5
244609,48,0-10,5
244701,37,10-20,5
244702,84,10-20,5
244703,18,10-20,5
244704,42,10-20,4
244705,31,20-30,5
244706,79,20-30,5
244707,36,20-30,4
244708,120,0-10,5
244709,53,20-30,5
244801,98,10-20,7
244802,35,10-20,8
244803,90,10-20,7
244804,172,10-20,6
244805,34,10-20,6
244806,95,0-10,6
244807,77,10-20,5
244808,45,0-10,7
244809,49,0-10,7
244901,222,0-10,5
244902,322,10-20,5
244903,267,10-20,4
244904,152,0-10,5
244905,122,10-20,5
244906,116,10-20,6
244907,242,10-20,5
244908,210,0-10,4
244909,194,0-10,5
245001,112,10-20,5
245002,219,10-20,5
245003,220,10-20,5
245004,240,10-20,7
245005,169,0-10,5
245006,148,0-10,6
245007,121,10-20,7
245008,100,10-20,6
245009,143,10-20,5
245101,89,10-20,7
245102,44,10-20,6
245103,83,10-20,6
245104,77,10-20,6
245105,28,20-30,7
245106,36,10-20,6
245107,86,10-20,5
245108,40,0-10,5
245109,54,0-10,4
245201,485,10-20,5
245202,253,20-30,5
245203,271,10-20,4
245204,234,0-10,5
245205,242,0-10,5
245206,116,0-10,5
245207,124,0-10,5
245208,243,10-20,5
245209,419,10-20,4
245301,22,0-10,5
245302,50,0-10,5
245303,95,0-10,5
245304,51,0-10,4
245305,32,0-10,4
245306,54,0-10,4
245307,61,0-10,4
245308,57,0-10,5
245309,50,0-10,5
245401,83,10-20,5
245402,95,10-20,6
245403,48,10-20,6
245404,98,10-20,6
245405,119,0-10,6
245406,104,10-20,6
245407,130,10-20,6
245408,115,10-20,6
245409,50,10-20,6
245501,110,10-20,4
245502,112,10-20,4
245503,90,10-20,4
245504,152,10-20,4
245505,126,10-20,4
245506,75,10-20,5
245507,87,10-20,5
245508,69,10-20,4
245509,49,10-20,5
245601,69,0-10,7
245602,159,0-10,5
245603,112,10-20,5
245604,20,0-10,4
245605,58,0-10,4
245606,54,0-10,4
245607,72,0-10,4
245608,63,0-10,4
245609,76,0-10,4
245701,16,0-10,7
245702,43,0-10,6
245703,56,0-10,5
245704,83,10-20,4
245705,119,0-10,5
245706,79,0-10,5
245707,111,0-10,5
245708,213,0-10,6
245709,172,0-10,6
245801,94,10-20,5
245802,38,10-20,5
245803,217,10-20,6
245804,49,10-20,6
245805,43,20-30,5
245806,426,10-20,5
245807,88,10-20,5
245808,264,10-20,5
245809,75,10-20,6
245901,184,10-20,5
245902,98,10-20,5
245903,63,10-20,5
245904,253,0-10,4
245905,127,10-20,4
245906,51,10-20,4
245907,96,10-20,4
245908,297,10-20,5
245909,210,10-20,5
246001,43,0-10,5
246002,92,0-10,5
246003,84,0-10,5
246004,64,0-10,6
246005,41,0-10,6
246006,92,0-10,6
246007,38,0-10,6
246008,53,0-10,6
246009,34,0-10,5
246101,47,0-10,7
246102,43,0-10,7
246103,72,0-10,5
246104,35,0-10,4
246105,80,0-10,7
246106,78,0-10,6
246107,35,0-10,6
246108,97,0-10,6
246109,89,0-10,7
246201,174,10-20,4
246202,109,10-20,4
246203,120,10-20,4
246204,260,10-20,4
246205,243,10-20,5
246206,184,10-20,4
246207,208,20-30,5
246208,177,10-20,5
246209,150,10-20,5
246301,237,10-20,5
246302,203,10-20,4
246303,178,10-20,4
246304,71,10-20,5
246305,86,10-20,5
246306,257,10-20,5
246307,167,0-10,5
246308,111,10-20,5
246309,49,0-10,5
246401,400,10-20,5
246402,54,0-10,4
246403,122,0-10,4
246404,77,0-10,4
246405,47,0-10,4
246406,99,10-20,5
246407,181,10-20,5
246408,173,0-10,5
246409,58,0-10,5
246501,492,10-20,5
246502,638,10-20,4
246503,575,10-20,5
246504,666,0-10,5
246505,402,10-20,5
246506,236,20-30,5
246507,164,0-10,5
246508,449,0-10,4
246509,384,10-20,4
246510,744,10-20,5
246511,560,20-30,5
246512,524,20-30,5
246513,398,10-20,4
246601,274,10-20,5
246602,221,0-10,5
246603,176,0-10,4
246604,300,20-30,5
246605,319,10-20,5
246606,716,0-10,5
246607,360,10-20,4
246608,351,10-20,5
246609,428,10-20,5
246701,124,10-20,5
246702,97,10-20,5
246703,86,0-10,5
246704,158,10-20,5
246705,64,0-10,5
246706,54,0-10,5
246707,125,0-10,5
246708,199,0-10,4
246709,80,10-20,4
246801,65,10-20,6
246802,120,10-20,6
246803,141,20-30,5
246804,36,10-20,6
246805,122,10-20,7
246806,105,10-20,5
246807,118,10-20,6
246808,81,20-30,5
246809,154,10-20,5
246901,40,0-10,6
246902,73,10-20,7
246903,96,0-10,7
246904,126,0-10,6
246905,106,10-20,6
246906,138,20-30,7
246907,45,0-10,7
246908,52,0-10,6
246909,79,0-10,6
247001,18,10-20,5
247002,127,10-20,5
247003,26,0-10,6
247004,29,0-10,5
247005,36,0-10,5
247006,114,0-10,4
247007,21,10-20,4
247008,121,10-20,4
247009,56,10-20,5
247101,241,0-10,5
247102,85,0-10,4
247103,63,0-10,5
247104,94,10-20,4
247105,160,0-10,5
247106,70,10-20,4
247107,109,20-30,4
247108,71,10-20,4
247109,226,10-20,4
247201,131,0-10,5
247202,168,0-10,5
247203,125,0-10,5
247204,142,0-10,5
247205,200,10-20,5
247206,94,10-20,6
247207,114,10-20,5
247208,67,0-10,6
247209,101,0-10,5
247301,47,10-20,5
247302,22,10-20,5
247303,92,10-20,5
247304,86,10-20,7
247305,20,0-10,5
247306,61,0-10,5
247307,100,0-10,5
247308,53,0-10,6
247309,45,0-10,7
247401,55,0-10,4
247402,40,0-10,3
247403,128,0-10,4
247404,77,0-10,3
247405,54,0-10,5
247406,39,0-10,3
247407,52,0-10,4
247408,54,10-20,4
247409,83,10-20,5
247501,15,0-10,6
247502,14,10-20,5
247503,53,0-10,6
247504,50,0-10,5
247505,75,0-10,4
247506,55,0-10,5
247507,23,0-10,5
247508,51,0-10,5
247509,39,0-10,5
247601,98,0-10,5
247602,67,0-10,4
247603,93,0-10,5
247604,131,10-20,4
247605,113,10-20,5
247606,139,0-10,4
247607,66,0-10,3
247608,65,0-10,3
247609,107,0-10,3
247701,65,0-10,5
247702,82,0-10,6
247703,39,0-10,6
247704,23,10-20,7
247705,39,0-10,5
247706,12,10-20,5
247707,66,0-10,5
247708,59,0-10,6
247709,51,0-10,6
247801,155,0-10,5
247802,134,0-10,5
247803,125,0-10,5
247804,193,0-10,5
247805,116,0-10,6
247806,84,0-10,5
247807,93,0-10,5
247808,145,0-10,5
247809,114,0-10,6
247901,64,0-10,5
247902,55,0-10,5
247903,60,0-10,5
247904,127,0-10,5
247905,57,0-10,5
247906,39,0-10,4
247907,75,0-10,4
247908,88,0-10,4
247909,51,0-10,5
248001,23,0-10,6
248002,20,0-10,6
248003,19,0-10,4
248004,31,0-10,5
248005,20,0-10,5
248006,41,0-10,5
248007,16,0-10,6
248008,70,0-10,6
248009,62,0-10,6
248101,213,0-10,6
248102,121,0-10,6
248103,257,0-10,6
248104,202,0-10,6
248105,75,0-10,7
248106,89,10-20,5
248107,126,10-20,6
248108,118,10-20,5
248109,70,0-10,6
248201,62,10-20,4
248202,95,0-10,5
248203,166,0-10,5
248204,76,0-10,4
248205,93,0-10,4
248206,81,0-10,5
248207,146,10-20,5
248208,73,10-20,5
248209,69,10-20,5
248301,102,0-10,4
248302,63,0-10,4
248303,45,0-10,4
248304,238,0-10,5
248305,96,0-10,4
248306,81,10-20,4
248307,57,10-20,4
248308,188,10-20,4
248309,215,10-20,5
248401,134,0-10,4
248402,65,0-10,6
248403,53,0-10,5
248404,104,0-10,6
248405,148,0-10,6
248406,100,0-10,5
248407,84,0-10,4
248408,141,0-10,5
248409,89,0-10,4
248501,36,10-20,7
248502,70,10-20,6
248503,38,0-10,6
248504,41,0-10,6
248505,40,0-10,6
248506,68,0-10,6
248507,94,0-10,5
248508,72,0-10,5
248509,20,0-10,6
248601,64,0-10,5
248602,109,0-10,5
248603,87,0-10,6
248604,94,0-10,6
248605,91,0-10,5
248606,39,0-10,5
248607,67,0-10,4
248608,56,0-10,5
248609,29,0-10,4
248701,44,0-10,5
248702,41,0-10,5
248703,62,0-10,5
248704,23,0-10,5
248705,38,0-10,5
248706,35,0-10,6
248707,94,0-10,7
248708,54,0-10,7
248709,37,0-10,7
248801,85,0-10,5
248802,62,0-10,6
248803,131,0-10,6
248804,58,0-10,7
248805,119,0-10,6
248806,38,0-10,5
248807,71,0-10,5
248808,90,0-10,5
248809,72,0-10,3
248901,125,0-10,4
248902,184,0-10,4
248903,82,0-10,5
248904,92,10-20,6
248905,149,0-10,5
248906,95,0-10,5
248907,240,0-10,5
248908,152,0-10,5
248909,139,0-10,5
249001,405,10-20,5
249002,118,10-20,4
249003,115,20-30,4
249004,156,10-20,4
249005,107,0-10,4
249006,210,10-20,4
249007,69,10-20,5
249008,204,10-20,5
249009,106,0-10,5
250101,55,0-10,5
250102,19,0-10,5
250103,64,0-10,5
250104,27,0-10,6
250105,19,0-10,7
250106,53,0-10,5
250107,62,0-10,6
250108,29,0-10,6
250109,21,0-10,6
250301,65,0-10,5
250302,93,0-10,5
250303,38,0-10,5
250304,27,0-10,5
250305,54,0-10,5
250306,33,0-10,5
250307,42,0-10,5
250308,69,0-10,5
250309,67,0-10,5
250401,94,0-10,5
250402,37,0-10,5
250403,118,0-10,5
250404,71,0-10,4
250405,71,0-10,5
250406,47,0-10,5
250407,26,0-10,5
250408,68,0-10,6
250409,41,0-10,6
250601,29,10-20,4
250602,36,10-20,4
250603,52,10-20,5
250604,42,10-20,5
250605,60,10-20,5
250606,46,10-20,5
250607,33,10-20,5
250608,68,10-20,4
250609,94,10-20,4
250701,206,10-20,5
250702,153,10-20,5
250703,132,10-20,5
250704,141,10-20,5
250705,173,10-20,5
250706,125,10-20,5
250707,161,10-20,4
250708,190,10-20,4
250709,184,0-10,4
250801,23,0-10,6
250802,35,0-10,6
250803,16,0-10,5
250804,36,0-10,5
250805,23,0-10,5
250806,22,0-10,6
250807,29,0-10,5
250808,54,0-10,5
250809,16,0-10,7
250901,148,10-20,4
250902,219,0-10,4
250903,189,10-20,4
250904,180,10-20,5
250905,274,20-30,5
250906,200,10-20,5
250907,65,0-10,5
250908,283,0-10,5
250909,321,10-20,5
250910,215,10-20,4
250911,193,10-20,5
250912,259,10-20,4
250913,242,0-10,4
250914,525,0-10,5
250915,610,0-10,4
250916,472,10-20,5
250917,312,10-20,5
251101,50,10-20,5
251102,100,10-20,4
251103,40,10-20,4
251104,39,10-20,5
251105,45,10-20,4
251106,45,10-20,5
251107,44,10-20,5
251108,33,10-20,5
251109,47,10-20,5
251201,38,10-20,4
251202,52,10-20,5
251203,49,10-20,5
251204,33,0-10,4
251205,42,10-20,5
251206,31,0-10,5
251207,52,10-20,4
251208,53,10-20,4
251209,42,10-20,5
251301,100,0-10,4
251302,111,0-10,5
251303,78,0-10,4
251304,105,0-10,5
251305,69,0-10,4
251306,67,0-10,4
251307,114,0-10,4
251308,49,0-10,6
251309,34,0-10,5
251501,41,0-10,4
251502,58,0-10,5
251503,49,0-10,5
251504,24,0-10,5
251505,45,10-20,5
251506,54,0-10,5
251507,37,0-10,4
251508,57,0-10,5
251509,41,0-10,4
251701,99,0-10,5
251702,51,0-10,5
251703,39,0-10,6
251704,58,10-20,5
251705,70,10-20,5
251706,115,0-10,6
251707,40,0-10,5
251708,29,10-20,4
251709,90,10-20,5
251901,414,0-10,5
251902,390,0-10,4
251903,504,10-20,4
251904,436,0-10,5
251905,395,10-20,5
251906,256,10-20,5
251907,212,10-20,5
251908,210,10-20,5
251909,268,10-20,5
251910,408,0-10,5
251911,305,0-10,5
251912,225,10-20,5
252001,49,0-10,5
252002,75,10-20,5
252003,51,20-30,5
252004,46,30-50,6
252005,44,10-20,6
252006,57,10-20,5
252007,40,20-30,6
252008,48,20-30,5
252009,46,10-20,5
252201,38,0-10,5
252202,52,0-10,5
252203,75,0-10,5
252204,39,0-10,4
252205,44,0-10,4
252206,37,0-10,5
252207,71,0-10,3
252208,89,0-10,4
252209,65,0-10,4
252501,52,10-20,5
252502,47,0-10,5
252503,37,10-20,5
252504,45,0-10,5
252505,46,10-20,5
252506,27,0-10,5
252507,51,0-10,5
252508,36,0-10,5
252509,44,0-10,5
252601,179,10-20,5
252602,94,10-20,5
252603,239,0-10,5
252604,120,10-20,4
252605,98,10-20,5
252606,153,10-20,5
252607,100,10-20,4
252608,69,0-10,4
252609,60,20-30,5
252701,64,10-20,6
252702,110,10-20,6
252703,139,10-20,5
252704,102,20-30,5
252705,44,20-30,5
252706,154,20-30,5
252707,387,10-20,6
252708,307,10-20,5
252709,262,0-10,6
252710,54,20-30,4
252711,249,30-50,4
252712,252,10-20,6
252713,63,20-30,5
252714,76,10-20,5
252715,63,10-20,6
252716,446,10-20,5
252717,189,10-20,6
252718,420,20-30,5
252719,209,20-30,5
252720,199,0-10,5
252721,251,0-10,5
252722,276,10-20,6
252723,75,0-10,4
252724,195,0-10,4
252725,309,0-10,4
252726,240,10-20,5
252727,364,0-10,5
252728,250,0-10,4
252729,286,10-20,4
252730,239,0-10,4
253101,42,0-10,5
253102,80,0-10,4
253103,49,0-10,6
253104,107,0-10,5
253105,34,0-10,5
253106,40,0-10,4
253107,38,0-10,5
253108,53,0-10,4
253109,48,0-10,4
253201,41,0-10,6
253202,39,0-10,5
253203,43,0-10,6
253204,42,0-10,6
253205,29,10-20,5
253206,79,0-10,5
253207,55,0-10,5
253208,137,0-10,5
253209,29,0-10,6
253301,96,0-10,5
253302,48,0-10,5
253303,30,0-10,6
253304,50,0-10,5
253305,79,0-10,5
253306,61,0-10,5
253307,82,0-10,5
253308,83,0-10,5
253309,48,0-10,4
253401,37,0-10,5
253402,117,0-10,5
253403,53,0-10,5
253404,67,0-10,6
253405,38,0-10,4
253406,83,0-10,5
253407,34,0-10,5
253408,39,0-10,5
253409,49,0-10,6
253501,56,10-20,5
253502,96,10-20,5
253503,64,20-30,5
253504,57,10-20,5
253505,29,10-20,5
253514,357,0-10,4
253515,280,0-10,4
253516,354,10-20,4
253517,364,0-10,5
253518,284,0-10,4
253601,58,10-20,5
253602,43,10-20,5
253603,65,10-20,5
253604,40,10-20,5
253605,81,10-20,5
253606,100,10-20,4
253607,113,10-20,5
253608,60,10-20,4
253609,92,10-20,5
253701,331,10-20,5
253702,465,0-10,4
253703,421,0-10,4
253704,224,10-20,4
253705,239,10-20,4
253706,415,0-10,4
253707,287,10-20,5
253708,257,20-30,5
253709,97,0-10,4
253710,97,0-10,4
253711,226,0-10,5
253712,304,0-10,4
253713,256,0-10,4
253714,396,10-20,4
253715,126,10-20,5
253716,44,20-30,5
253717,100,10-20,5
253718,79,20-30,5
253719,110,30-50,5
254101,97,10-20,7
254102,25,10-20,5
254103,36,10-20,5
254104,44,10-20,5
254105,36,10-20,5
254106,34,10-20,5
254107,91,10-20,5
254108,15,10-20,6
254109,23,10-20,7
260101,403,0-10,4
260102,545,0-10,4
260103,566,0-10,4
260104,426,20-30,5
260105,428,0-10,5
260106,360,10-20,4
260107,571,0-10,4
260108,412,10-20,5
260109,462,10-20,5
260110,386,0-10,5
260111,492,0-10,4
260112,277,0-10,5
